Razón social;Nombre de establecimiento;ID establecimiento (VU);CIIU4;Rubro RETC;Ducto;Tipo de Contaminante;Emisión (toneladas);Año;Norma;Región;Provincia;Comuna;Huso;Coordenada norte;Coordenada este
SALMONES BIO BIO S.A;PISCICULTURA EL MANZANO;5401688;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;758;Índice de fenol;3,970040316;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;19.0;5694705.0;254196.0
TERMOELECTRICA COLMITO LIMITADA;CENTRAL COLMITO;5453654;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;670;Cloruros;3,9588318;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Concón;19.0;6353708.0;268742.0
AQUACHILE S A;AGUA BUENA;4585755;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;574;Fósforo Total;3,950074564;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Puerto Octay;18.0;5461654.0;678198.0
CERVECERA CCU CHILE LIMITADA;CERVECERA CCU CHILE LIMITADA;102426;ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS;Producción de alimentos;851;Nitrógeno Total Kjeldahl;3,93739126;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5718502.0;719477.0
E.CL S.A.;CENTRAL TERMICA TOCOPILLA;5441787;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;57;Índice de fenol;3,9148032;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556040.0;374777.0
AQUACHILE S A;PISCICULTURA AUCAR;67561;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;573;Sólidos suspendidos totales;3,91192714;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quemchi;18.0;5330626.0;623903.0
I MUNICIPALIDAD DE LAUTARO;ILUSTRE MUNICIPALIDAD DE LAUTARO;5441717;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Municipio;469;Nitrógeno Total Kjeldahl;3,874290376;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Lautaro;18.0;5732152.0;723193.0
WATT'S  S.A.;WATTS OSORNO;5452221;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;585;Nitrógeno Total Kjeldahl;3,86943443;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5505160.0;661028.0
AGRICOLA Y FRUTERA CURACAVI S A;AGRICOLA Y FRUTERA CURACAVI SERVICIO DE PACKING Y FRIGORIFICO CURACAVI;244849;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Industria agropecuaria y silvicultura;789;Cloruros;3,866819;2017;DS90/2000 del MINSEGPRES;Metropolitana;Melipilla;Curacaví;19.0;6301076.0;308750.0
PISCICULTURA LICAN LIMITADA;PISCICULTURA CUINCO;245293;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;266;Nitrógeno Total Kjeldahl;3,864704469;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;La Unión;18.0;5537699.0;663245.0
OCEAN SPRAY CHILE SPA;OCEAN SPRAY CHILE SPA;5453016;"ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS;";Otras actividades;746;Cloruros;3,860610072;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Lanco;18.0;5630740.0;690656.0
SOC PROCESADORA DE LECHE DEL SUR S A;PLANTA OSORNO;2438;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;652;Nitrógeno Total Kjeldahl;3,85872161;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5509722.0;656490.0
PAIMASA S A;PAIMASA;323162;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;331;Aceites y grasas;3,83389182;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Isla de Maipo;19.0;6267503.0;321998.0
No especificada;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS HACIENDA BATUCO;5474949;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;1200-76115834-13302-980;Cloruros;3,8225496;2017;DS90/2000 del MINSEGPRES;Metropolitana;Chacabuco;Lampa;19.0;6320404.0;331756.0
PROCESADORA DE ALIMENTOS DEL SUR LIMITADA;FAENADORA ROSARIO LTDA.;3739;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Producción de alimentos;756;Nitrógeno Total Kjeldahl;3,813317992;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6198082.0;330457.0
ENEL GENERACION CHILE S.A.;CENTRAL HIDROELECTRICA LOS CONDORES;5459927;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;660;Aluminio;3,799416346;2017;DS90/2000 del MINSEGPRES;Maule;Talca;San Clemente;19.0;6036351.0;334658.0
INVERTEC NATURAL JUICE S A;INVERTEC NATURAL JUICE S A;3507;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;794;Sulfatos;3,79764;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6189769.0;328487.0
TERMOELECTRICA COLMITO LIMITADA;CENTRAL COLMITO;5453654;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;670;Sulfatos;3,79723806;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Concón;19.0;6353708.0;268742.0
INVERMAR S.A.;PLANTA PROCESO;5460919;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Otras actividades;727;Sólidos suspendidos totales;3,78675748;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Castro;18.0;5297668.0;601390.0
SURPROCESO S.A.;SURPROCESO S.A.;317776;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;142;Aceites y grasas;3,786486;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;5224985.0;618153.0
 EMPRESA DE SERVICIOS SANITARIOS SAN ISIDRO S A;PTAS - NUEVA LABRANZA;57220;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;104-96889730-9101-1000;Sólidos suspendidos totales;3,780834;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Temuco;19.0;5700964.0;172421.0
AGAR DEL PACIFICO S A;AGAR DEL PACÍFICO S.A.;5441912;FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P;Industria manufacturera;183;Aceites y grasas;3,769502;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5907219.0;662774.0
MASISA S.A.;PLANTA CABRERO DIVISION MADERAS;96760;"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLERO LAMINADO, TABLEROS DE PARTÍCULAS Y OTROS TABLEROS Y PANELES";Industria manufacturera;837;Sulfatos;3,7655508;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Cabrero;18.0;5897416.0;731556.0
PESQUERA BAHIA CALDERA S A;PESQUERA BAHIA CALDERA SA;5441772;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;40;Hidrocarburos fijos;3,74957;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;7006516.0;320792.0
 EMPRESA DE SERVICIOS SANITARIOS SAN ISIDRO S A;PTAS - NUEVA LABRANZA;57220;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;104-96889730-9101-1000;Aceites y grasas;3,738285;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Temuco;19.0;5700964.0;172421.0
ALGINATOS CHILE SA;KIMICA CHILE LTDA;4592237;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;303;Nitrógeno Total Kjeldahl;3,7121128;2017;DS90/2000 del MINSEGPRES;Metropolitana;Maipo;Paine;19.0;6256774.0;337377.0
GASMAR S A;GASMAR S A;5452016;"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS";Combustibles;946;Hidrocarburos totales;3,6930432;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6371826.0;267536.0
MOLY COP CHILE S A;MOLY COP CHILE PLANTA MEJILLONES;84134;FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.;Producción de metal;67;Sólidos suspendidos totales;3,69086498;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7446435.0;356128.0
ORIZON S A;PLANTA ORIZON ORIENTE;5453677;ACTIVIDAD NO BIEN ESPECIFICADA;Pesca;701;Aceites y grasas;3,6863772;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901055.0;663356.0
CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA CONSTITUCION;2396;FABRICACIÓN DE PRODUCTOS DE HORNOS COQUE;Industria del papel y celulosa;176;Aluminio;3,67896034;2017;DS90/2000 del MINSEGPRES;Maule;Talca;Constitución;18.0;6087753.0;735130.0
PRODUCTOS DEL MAR VENTISQUEROS S A;PLANTA DE PROCESOS VENTISQUEROS;5459670;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;728;Aceites y grasas;3,67881404;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5401813.0;663383.0
CONGELADOS Y CONSERVAS FITZ ROY S A;FITZ ROY;5441823;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;98;Aceites y grasas;3,67549886;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5373000.0;655100.0
PESQUERA GRIMAR S.A.;PESQUERA GRIMAR;5441925;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Comercio;198;Sólidos suspendidos totales;3,67328104;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5908331.0;663389.0
SKYSAL S A;PISCICULTURA LOS CIPRESES;5452165;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;730;Aceites y grasas;3,6412783;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;19.0;4123432.0;377173.0
SOC PROCESADORA DE LECHE DEL SUR S A;PLANTA OSORNO;2438;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;652;Aceites y grasas;3,6385734;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5509722.0;656490.0
SALMONES CAILIN S.A.;PLANTA PROCESO CAILIN;2584;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;15;Aceites y grasas;3,6356848;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;5224861.0;613352.0
SOC PROCESADORA DE LECHE DEL SUR S A;PROLESUR SA;84220;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;91;Sulfatos;3,63521136;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Los Lagos;18.0;5585697.0;688500.0
GUACOLDA ENERGIA S.A;GUACOLDA;6638;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;702;Zinc;3,63029843;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848815.0;279279.0
SUGAL CHILE LIMITADA;SUGAL CHILE PLANTA TALCA;323747;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;853;Cloruros;3,60305;2017;DS90/2000 del MINSEGPRES;Maule;Talca;Talca;19.0;6074563.0;263279.0
INVERTEC NATURAL JUICE S A;INVERTEC NATURAL JUICE S A;3507;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;794;Cloruros;3,544464;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6189769.0;328487.0
AES GENER S A;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;68;Cobre;3,534201742;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556098.0;375154.0
PRODUCTOS DEL MAR VENTISQUEROS S A;PISCICULTURA CHAQUEIHUA I;5459653;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;599;Fósforo Total;3,5339502;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5355385.0;712409.0
LOS GLACIARES S A;LOS GLACIARES;4605;ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;Producción de alimentos;103;Aceites y grasas;3,53364;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5398399.0;662515.0
PRODUCTOS DEL MAR VENTISQUEROS S A;PISCICULTURA PICHICOLO;5459649;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;598;Nitrógeno Total Kjeldahl;3,513412584;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5346853.0;698887.0
SERVICIOS DE ACUICULTURA ACUIMAG SOCIEDAD ANONIMA;PISCICULTURA DE RECIRCULACION RIO HOLLEMBERG;5458408;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;229;Aceites y grasas;3,5110724;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Ultima Esperanza;Natales;18.0;4246582.0;675279.0
ESSBIO S.A.;PTAS COIHUECO;4588242;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;4931-96579330-8405-448;Sólidos suspendidos totales;3,496255;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Coihueco;19.0;5943918.0;245714.0
CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN SALVADOR CENTRAL;386202;EXTRACCIÓN DE COBRE.;Extracción de minerales;269;Sólidos suspendidos totales;3,493173772;2017;DS90/2000 del MINSEGPRES;Atacama;Chañaral;Diego de Almagro;19.0;7096771.0;437506.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA ESTERO LLEUQUE;4588162;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;486;Fósforo Total;3,487376464;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5709484.0;756419.0
AGUAS CHANAR S A;ES - CHAÑARAL;59331;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;90-99542570-3201-1060;Hidrocarburos fijos;3,47942737;2017;DS90/2000 del MINSEGPRES;Atacama;Chañaral;Chañaral;19.0;7085428.0;337632.0
AGUAS CHANAR S A;ES - CHAÑARAL;59331;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;90-99542570-3201-1060;Hidrocarburos totales;3,47942737;2017;DS90/2000 del MINSEGPRES;Atacama;Chañaral;Chañaral;19.0;7085428.0;337632.0
CORP NACIONAL DEL COBRE DE CHILE;CODELCO CHILE DIVISION EL TENIENTE ALHUE;4590502;EXTRACCIÓN DE COBRE.;Extracción de minerales;238;Nitrógeno Total Kjeldahl;3,4727616;2017;DS80/2006 del MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA;Metropolitana;Melipilla;Alhué;19.0;6225415.0;298049.0
MASISA S.A.;PLANTA CABRERO DIVISION MADERAS;96760;"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLERO LAMINADO, TABLEROS DE PARTÍCULAS Y OTROS TABLEROS Y PANELES";Industria manufacturera;837;Sólidos suspendidos totales;3,46335748;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Cabrero;18.0;5897416.0;731556.0
ENAP REFINERIAS S A;REFINERIA BIO BIO;78632;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Combustibles;443;Zinc;3,43717264;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Hualpén;18.0;5928381.0;668044.0
PISCICULTURA LICAN LIMITADA;PISCICULTURA CUINCO;245293;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;266;Sólidos suspendidos totales;3,43576823;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;La Unión;18.0;5537699.0;663245.0
CIA PAPELERA DEL PACIFICO S A;COMPANIA PAPELERA PACIFICO;322;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;641;Aceites y grasas;3,42432288;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;19.0;6238472.0;342786.0
CORP NACIONAL DEL COBRE DE CHILE;CODELCO CHILE DIVISION EL TENIENTE ALHUE;4590502;EXTRACCIÓN DE COBRE.;Extracción de minerales;238;Cromo hexavalente;3,41305602;2017;DS80/2006 del MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA;Metropolitana;Melipilla;Alhué;19.0;6225415.0;298049.0
CONSERVERA PENTZKE SA;CONSERVERA PENTZKE S.A.;160;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;343;Nitrógeno Total Kjeldahl;3,41044792;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Felipe de Aconcagua;San Felipe;19.0;6374666.0;337858.0
AGROINDUSTRIAL EL PAICO S.A.;AGROINDUSTRIAL EL PAICO;2383;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Industria agropecuaria y silvicultura;325;Fósforo Total;3,40733888;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;El Monte;19.0;6270428.0;310245.0
SCA CHILE S.A.;SCA CHILE SA;11498;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;317;Nitrógeno Total Kjeldahl;3,37685832;2017;DS90/2000 del MINSEGPRES;Metropolitana;Chacabuco;Lampa;19.0;6324474.0;334810.0
SOC PESQUERA LANDES SOCIEDAD ANONIMA;PESQUERA LANDES ISLA ROCUANT;669;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;174;Nitrógeno Total Kjeldahl;3,37568;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Talcahuano;18.0;5933563.0;669341.0
AGUAS PATAGONIA DE AYSEN S A;PTAS COCHRANE;104867;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;301-99501280-11301-64;Sólidos suspendidos totales;3,37490825;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Capitán Prat;Cochrane;18.0;4763317.0;683534.0
PESQUERA EDEN LTDA;PESQUERA EDEN LTDA;5441886;PESCA EXTRACTIVA: Y SERVICIOS RELACIONADOS;Pesca;163;Aceites y grasas;3,364568394;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Ultima Esperanza;Natales;18.0;4269595.0;671281.0
PRODUCTOS DEL MAR VENTISQUEROS S A;PISCICULTURA CHAQUEIHUA II;5459651;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;600;Xileno;3,3572616;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5355403.0;712719.0
PRODUCTOS DEL MAR VENTISQUEROS S A;PISCICULTURA CHAQUEIHUA II;5459651;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;600;Tolueno / metil benceno / Toluol / Fenilmetano;3,3572616;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5355403.0;712719.0
PROCESADORA AGUAS CLARAS LIMITADA;PLANTA AGUAS CLARAS;78672;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;12;Aceites y grasas;3,34840968;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5372480.0;654680.0
SALMONES CAMANCHACA S A;RÍO DEL ESTE;2291868;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;535;Hidrocarburos fijos;3,3484;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Cochamó;18.0;5414741.0;727651.0
No especificada;CENTRO DE CULTIVO DE SALMONIDEOS TRAIGUEN;5458181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;524;Sólidos suspendidos totales;3,34097148;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5614723.0;744794.0
SALMONES AUCAR LIMITADA;SALMONES AUCAR;3104579;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;136;Aceites y grasas;3,3324522;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quemchi;18.0;5330558.0;625248.0
AGUAS CHANAR S A;PTAS TIERRA AMARILLA;4588294;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;3-99542570-3103-396;Nitrógeno Total Kjeldahl;3,33096339;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Tierra Amarilla;19.0;6962219.0;374640.0
MANTOS COPPER S.A.;PLANTA DESALADORA MANTOVERDE;5461514;ACTIVIDAD NO BIEN ESPECIFICADA;Extracción de minerales;265;Aceites y grasas;3,312298;2017;DS90/2000 del MINSEGPRES;Atacama;Chañaral;Chañaral;19.0;7063234.0;330933.0
CERMAQ CHILE S.A.;PISCICULTURA COIPUE;67344;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;822;Aluminio;3,300822383;2017;DS46/2002 del MINSEGPRES;Araucanía;Cautín;Freire;18.0;5671979.0;718943.0
MALTEXCO S A;MALTEXCO TALAGANTE;5452433;ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS;Producción de alimentos;311;Cloruros;3,2939456;2017;DS46/2002 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6274055.0;321362.0
No especificada;AGRICOLA LA HIJUELA LTDA;5472250;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otro;942;Nitrógeno Total Kjeldahl;3,280882;2017;DS46/2002 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5714995.0;731075.0
INVERSIONES GRAMADO LIMITADA;PISCICULTURA LOS CANELOS;5441054;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;507;Sulfatos;3,27331224;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Paillaco;18.0;5550137.0;701853.0
No especificada;PISCICULTURA TRES HORQUETAS;5401968;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;937;Fósforo Total;3,2731776;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5676175.0;758790.0
METHANEX CHILE SA;METHANEX CHILE S.A.;5441884;FABRICACIÓN DE SUSTANCIAS QUÍMICAS BÁSICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITRÓGENO;Otras actividades;160;Níquel;3,27104272;2017;DS90/2000 del MINSEGPRES;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;19.0;4132835.0;378210.0
PAIMASA S A;PAIMASA;323162;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;331;Hidrocarburos fijos;3,2467061;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Isla de Maipo;19.0;6267503.0;321998.0
RIO DULCE S A;RIO DULCE S.A.;5441867;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;143;Aceites y grasas;3,2407892;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;522511.0;615081.0
ORIZON S A;ORIZON PLANTA PUERTO MONTT;5441832;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;108;Aceites y grasas;3,2337998;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5401765.0;663913.0
