Razón social;Nombre de establecimiento;ID establecimiento (VU);CIIU4;Rubro RETC;Ducto;Tipo de Contaminante;Emisión (toneladas);Año;Norma;Región;Provincia;Comuna;Huso;Coordenada norte;Coordenada este
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA SAN PATRICIO;5442596;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;484;Fósforo Total;4,867343712;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5718922.0;752570.0
EXTRACTOS NATURALES GELYMAR S A;EXTRACTOS NATURALES GELYMAR S.A.;831;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Industria manufacturera;603;Sólidos suspendidos totales;4,86156;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5396003.0;650314.0
EXTRACTOS NATURALES GELYMAR S A;EXTRACTOS NATURALES GELYMAR S.A.;831;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Industria manufacturera;603;Aceites y grasas;4,86156;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5396003.0;650314.0
SOC DE INVERSIONES LAGO SOFIA LIMITADA;PISCICULTURA CHINQUIHUE;5464306;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;821;Fósforo Total;4,80294188;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5402767.0;664510.0
PAPELES CORDILLERA S A;SISTEMA DE TRATAMIENTO SECUNDARIO DE RILES, PLANTA PUENTE ALTO DE PAPELES CORDILLERA S.A.;5452863;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Gestor de residuos;764;Fósforo Total;4,782805896;2017;DS90/2000 del MINSEGPRES;Metropolitana;Cordillera;Puente Alto;19.0;6278573.0;354343.0
No especificada;IFCO SYSTEMS CHILE S A;5469814;ACTIVIDAD NO BIEN ESPECIFICADA;Otras actividades;876;Sulfatos;4,7795616;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quilicura;19.0;6305760.0;337041.0
ALA BASE N.1;BASE AÉREA CERRO MORENO;5441800;ACTIVIDADES DE DEFENSA;Otras actividades;74;Sólidos suspendidos totales;4,765865588;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Antofagasta;19.0;7406190.0;353406.0
EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;3006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;416;Hidrocarburos fijos;4,74382975;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6138665.0;304204.0
NOVOFISH S.A.;NOVOFISH HUELMO;5441831;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;107;Nitrógeno Total Kjeldahl;4,741915904;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5384884.0;661274.0
MAINSTREAM CHILE S A;PISCICULTURA CONFLUENCIA;5402116;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;752;Hidrocarburos fijos;4,7348928;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5686562.0;757623.0
MAINSTREAM CHILE S A;PISCICULTURA CONFLUENCIA;5402116;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;752;Sulfatos;4,7348928;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5686562.0;757623.0
SOC COMERCIAL AGRICOLA Y FORESTAL NALCAHUE LIMITADA;PISCICULTURA CHEHUILCO;5402276;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;720;Nitrógeno Total Kjeldahl;4,710065015;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5645643.0;749172.0
PESQUERA DEEP SEA FOOD S A;PESQUERA DEEP SEA FOOD S.A.;5441852;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;128;Sulfuros;4,709852979;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;5225009.0;610878.0
PISICULTURA PUERTO OCTAY S A;PISCICULTURA LOS TILCOS;5452026;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;613;Hidrocarburos fijos;4,6987776;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5411240.0;682196.0
CERMAQ CHILE S.A.;PISCICULTURA COIPUE;67344;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;822;Nitritos más Nitratos;4,67041973;2017;DS46/2002 del MINSEGPRES;Araucanía;Cautín;Freire;18.0;5671979.0;718943.0
ALGAS MARINAS S A ALGAMAR;ALGAS MARINAS LA CALERA;2389;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Producción de alimentos;345;Aceites y grasas;4,662944;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Calera;19.0;6371165.0;295111.0
COMPANIA MINERA NEVADA SPA;COMPAÑIA MINERA NEVADA SPA;323415;EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.;Extracción de minerales;927;Cloruros;4,649143335;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Alto del Carmen;19.0;6757639.0;398635.0
CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA LICANCEL;85016;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;413;Fósforo Total;4,62918214;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Licantén;18.0;6124238.0;771985.0
EMPRESA ELECTRICA COCHRANE S.P.A.;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;854;Aluminio;4,625469452;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7448705.0;359025.0
ESVAL S.A.;SISTEMA PRODUCTIVO DE AGUA POTABLE GOENECHEA;5791;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;17-89900400-5401-176;Fósforo Total;4,62001053;2017;DS90/2000 del MINSEGPRES;Valparaíso;Petorca;La Ligua;19.0;6408365.0;289726.0
MATADERO FRIGORIFICO DEL SUR S A;MATADERO FRIGORIFICO DEL SUR S.A.;322544;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Producción de alimentos;619;Nitrógeno Total Kjeldahl;4,615129356;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5491697.0;669371.0
AGROCOMERCIAL QUILLOTA S A;AGROCOMERCIAL QUILLOTA S.A. (PROPAL);245127;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Industria agropecuaria y silvicultura;341;Sólidos suspendidos totales;4,58856684;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Calera;19.0;6368793.0;298089.0
AGUAS SANTIAGO PONIENTE SOCIEDAD ANONIMA;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS BARRANCAS;244961;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;10-96773290-13124-166;Fósforo Total;4,512400526;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Pudahuel;19.0;6300463.0;334127.0
ESVAL S.A.;ESTACION ELEVADORA DE AGUAS SERVIDAS EXPRESOS VINA;4585954;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;30-89900400-5109-640;Fluoruros;4,49631;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Viña del Mar;19.0;6347314.0;266080.0
PROCESADORA DE ALIMENTOS DEL SUR LIMITADA;FAENADORA ROSARIO LTDA.;3739;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Producción de alimentos;756;Aceites y grasas;4,42942368;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6198082.0;330457.0
ENAP REFINERIAS S A;TERMINAL MARÍTIMO DE QUINTERO;5441801;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Industria manufacturera;75;Hidrocarburos totales;4,429149114;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6371284.0;266735.0
ENAP REFINERIAS S A;TERMINAL MARÍTIMO DE QUINTERO;5441801;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Industria manufacturera;75;Hidrocarburos volátiles;4,421389214;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6371284.0;266735.0
ORIZON S A;ORIZON PLANTA COQUIMBO;5460025;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;69;Hidrocarburos fijos;4,4191224;2017;DS90/2000 del MINSEGPRES;Coquimbo;Elqui;Coquimbo;19.0;6682917.0;272113.0
ORIZON S A;ORIZON PLANTA COQUIMBO;5460025;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;69;Hidrocarburos totales;4,4191224;2017;DS90/2000 del MINSEGPRES;Coquimbo;Elqui;Coquimbo;19.0;6682917.0;272113.0
SOC COMERCIAL AGRICOLA Y FORESTAL NALCAHUE LIMITADA;PISCICULTURA CHESQUE ALTO;4585709;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;483;Fósforo Total;4,416885924;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5636961.0;742914.0
SOC AGRICOLA Y GANADERA CURILEUFU LTDA;CENTRO 1 RÍO CURILEUFU;5453626;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Producción de alimentos;694;Nitrógeno Total Kjeldahl;4,40583187;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Río Bueno;18.0;5525814.0;708408.0
BLUE SHELL S A;BLUE SHELL S.A.;5441847;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Combustibles;123;Sólidos suspendidos totales;4,39774742;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Dalcahue;18.0;5308272.0;612411.0
SALMONES CAMANCHACA S A;RÍO DEL ESTE;2291868;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;535;Fósforo Total;4,37941328;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Cochamó;18.0;5414741.0;727651.0
PESQUERA ISLA DEL REY S A;ISLA DEL REY;5441818;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;93;Sólidos suspendidos totales;4,37063924;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5587659.0;637857.0
CIA AGRICOLA Y LECHERA QUILLAYES DE PETEROA LTDA;SOCIEDAD AGRÍCOLA QUILLAYES DE PETEROA LTDA, VICTORIA;5440634;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;499;Cloruros;4,36247042;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Victoria;18.0;5764779.0;734198.0
ENEL GENERACION CHILE S.A.;SAN ISIDRO 2;1211027;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;848;Nitrógeno Total Kjeldahl;4,3604979;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353313.0;283436.0
INVERMAR S.A.;PISCICULTURA MELIPEUCO;4589758;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;487;Fósforo Total;4,35098092;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697308.0;266924.0
UNILEVER CHILE SCC LIMITADA;UNILEVER CHILE S.A. (2);11557;FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR;Industria manufacturera;312;Aluminio;4,33634068;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quinta Normal;19.0;6300197.0;343572.0
CERMAQ CHILE S.A.;PISCICULTURA TRAFÚN;5032439;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;749;Hidrocarburos fijos;4,3350362;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;San Pablo;18.0;5524572.0;668627.0
ALIMENTOS Y FRUTOS S A;ALIMENTOS Y FRUTOS SA PLANTA SAN FERNANDO;244857;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;375;Fósforo Total;4,327568816;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;19.0;6168540.0;317764.0
PESQUERA FIORDO AUSTRAL S.A.;PESQUERA FIORDO AUSTRAL S A ;5459124;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;673;Aceites y grasas;4,3194756;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5908750.0;663452.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA MOLCO;68686;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;495;Sulfatos;4,3069752;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5641753.0;750333.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA MOLCO;68686;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;495;Hidrocarburos totales;4,3069752;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5641753.0;750333.0
PESQUERA TRANS ANTARTIC LIMITADA;TRANS ANTARTIC;5441836;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;112;Aceites y grasas;4,303508;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5404268.0;668070.0
AGRICOLA Y FRUTERA CURACAVI S A;AGRICOLA Y FRUTERA CURACAVI SERVICIO DE PACKING Y FRIGORIFICO CURACAVI;244849;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Industria agropecuaria y silvicultura;789;Sulfatos;4,2958454;2017;DS90/2000 del MINSEGPRES;Metropolitana;Melipilla;Curacaví;19.0;6301076.0;308750.0
SALMONES BIO BIO S.A;PISCICULTURA EL MANZANO;5401688;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;758;Zinc;4,284444296;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;19.0;5694705.0;254196.0
PROCESOS INDUSTRIALES CROWAN UNO LIMITADA;CROWAN UNO LTDA;5441949;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Gestor de residuos;95;Sulfatos;4,2710976;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Antonio;San Antonio;19.0;6278895.0;257290.0
No especificada;PISCICULTURA BELEN DEL SUR;5471828;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otro;956;Fósforo Total;4,257406494;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Curacautín;19.0;5726429.0;257900.0
PROCESADORA HUENOCOIHUE SPA;PLANTA GUAFO;5463678;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Otras actividades;737;Aceites y grasas;4,25617896;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Chonchi;18.0;5280292.0;600551.0
GNL QUINTERO SA;TERMINAL MARITIMO GNL QUINTERO;5441802;"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS";Combustibles;76;Hidrocarburos volátiles;4,24512;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6370966.0;266673.0
GUACOLDA ENERGIA S.A;GUACOLDA;6638;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;19;Manganeso;4,2417144;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848815.0;279279.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA PUERTO FONCK;322649;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;582;Cloruros;4,212187778;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Puerto Octay;18.0;5458166.0;689798.0
RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITERIO EL GUANACO;245025;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Construcción e inmobiliarias;424;Cloruros;4,2110376;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Teno;19.0;6144324.0;300425.0
SERVICIOS SANITARIOS LARAPINTA S A;SELAR;244978;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;102500-96862350-13302-462;Aceites y grasas;4,18903;2017;DS90/2000 del MINSEGPRES;Metropolitana;Chacabuco;Lampa;19.0;6309826.0;330994.0
CERMAQ CHILE S.A.;PISCICULTURA COIPUE;67344;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;822;Hierro / hierro disuelto;4,178373949;2017;DS46/2002 del MINSEGPRES;Araucanía;Cautín;Freire;18.0;5671979.0;718943.0
PISCICULTURA LICAN LIMITADA;PISCICULTURA QUIMAN;22708;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;268;Fósforo Total;4,1741568;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Futrono;18.0;5556261.0;726475.0
PATAGONIAFRESH S.A.;PATAGONIAFRESH PLANTA MOLINA;4126;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;422;Nitrógeno Total Kjeldahl;4,14861656;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Molina;19.0;6114260.0;288982.0
RIBBA;PISCICULTURA LONCOTRARO;322380;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;467;Fósforo Total;4,122754152;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5645191.0;754385.0
ALA BASE N.1;BASE AÉREA CERRO MORENO;5441800;ACTIVIDADES DE DEFENSA;Otras actividades;74;Nitrógeno Total Kjeldahl;4,117282818;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Antofagasta;19.0;7406190.0;353406.0
AQUACHILE S A;PISCIUCLTURA CABURGA 1;4587499;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;489;Nitrógeno Total Kjeldahl;4,111503423;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Pucón;19.0;5648783.0;243130.0
FRUTAS Y HORTALIZAS DEL SUR S A;FRUSUR;485;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;436;Sólidos suspendidos totales;4,10933336;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;San Carlos;18.0;5954642.0;763966.0
AES GENER S A;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;83;Plomo;4,10256;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Puchuncaví;19.0;6373424.0;267718.0
ALGINATOS CHILE SA;KIMICA CHILE LTDA;4592237;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;303;Sólidos suspendidos totales;4,088172;2017;DS90/2000 del MINSEGPRES;Metropolitana;Maipo;Paine;19.0;6256774.0;337377.0
GASMAR S A;GASMAR S A;5452016;"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS";Combustibles;946;Sólidos suspendidos totales;4,05935376;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6371826.0;267536.0
CIA PAPELERA DEL PACIFICO S A;COMPANIA PAPELERA PACIFICO;322;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;641;Cloruros;4,04757936;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;19.0;6238472.0;342786.0
GUACOLDA ENERGIA S.A;GUACOLDA;6638;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;22;Hierro / hierro disuelto;4,0461696;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848815.0;279279.0
AGUAS CHANAR S A;PTAS TIERRA AMARILLA;4588294;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;3-99542570-3103-396;Aceites y grasas;4,044005;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Tierra Amarilla;19.0;6962219.0;374640.0
AES GENER S A;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;83;Cobre;4,043952;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Puchuncaví;19.0;6373424.0;267718.0
ESSBIO S.A.;PTAS QUILLON;244900;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;5842-96579330-8413-456;Sólidos suspendidos totales;4,0389438;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Quillón;18.0;5931671.0;725753.0
SOC FUNDO LA CASCADA Y CIA LIMITADA;PISCICULTURA LOS CHILCOS;5452762;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;839;Fósforo Total;4,037187968;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5645440.0;745817.0
CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA VALDIVIA;85018;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;526;Manganeso;4,015174302;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Mariquina;18.0;5618902.0;680171.0
LEVADURAS COLLICO S A;LEVADURAS COLLICO SA;5452204;ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.;Producción de alimentos;89;Hierro / hierro disuelto;4,006708233;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5590731.0;653020.0
MINERA ESCONDIDA LIMITADA;PUNTA COLOSO 0;64565;CAPTACIÓN, DEPURACIÓN Y DISTRIBUCIÓN DE AGUA;Extracción de minerales;65;Fluoruros;3,989479472;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Antofagasta;19.0;7370869.0;349933.0
SALMONES ANTARTICA S A;PISCICULTURA CURACO;5452164;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;588;Aceites y grasas;3,987412;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Curaco de Vélez;18.0;5300247.0;614931.0
AQUASMOLT LIMITADA;PISCICULTURA ESTERO EL DIABLO;5443006;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;472;Nitrógeno Total Kjeldahl;3,98687718;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5696779.0;261634.0
INVERSIONES GRAMADO LIMITADA;PISCICULTURA LOS CANELOS;5441054;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;507;Sólidos suspendidos totales;3,98481402;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Paillaco;18.0;5550137.0;701853.0
CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA CONSTITUCION;2396;FABRICACIÓN DE PRODUCTOS DE HORNOS COQUE;Industria del papel y celulosa;176;Sustancias Activas de Azul de Metileno;3,9712816;2017;DS90/2000 del MINSEGPRES;Maule;Talca;Constitución;18.0;6087753.0;735130.0
